distance_km,order_value,rider_availability,shop_delivery_enabled,pickup_enabled,digibazaar_delivery_enabled,shop_rating,avg_prep_time_mins,current_pending_orders,shop_delivery_radius_km,delivery_mode
3.97,1951.8,Medium,1,0,1,2.6,13,43,2.8,digibazaar_delivery
9.6,1761.2,Low,1,1,1,5.0,19,38,6.8,pickup
4.73,1795.87,High,1,1,1,3.0,27,10,7.1,digibazaar_delivery
2.22,2478.02,High,1,1,0,2.8,14,13,7.9,shop_delivery
9.03,2902.05,Low,1,0,0,4.3,11,48,5.9,shop_delivery
7.5,765.1,Low,1,0,0,5.0,10,12,5.1,shop_delivery
10.34,1813.51,High,0,0,1,3.5,18,6,0.0,digibazaar_delivery
8.34,2673.74,Low,0,0,1,3.9,18,4,0.0,digibazaar_delivery
1.71,408.0,Medium,0,0,1,3.0,30,10,0.0,digibazaar_delivery
2.66,1703.43,Low,1,1,1,4.2,5,49,7.4,shop_delivery
10.63,618.78,High,0,1,0,3.7,17,10,0.0,pickup
6.12,1225.91,Medium,1,1,0,4.6,22,36,4.9,pickup
5.9,1347.67,Low,1,1,0,4.6,20,16,7.2,shop_delivery
10.11,2426.93,Medium,0,1,0,3.8,19,34,0.0,pickup
0.41,931.2,Low,0,0,1,3.1,9,4,0.0,digibazaar_delivery
8.55,1352.63,Low,0,1,0,5.0,13,12,0.0,pickup
5.84,171.61,High,1,1,0,4.7,19,25,4.8,pickup
8.82,1854.83,Medium,1,0,0,4.9,19,4,5.0,shop_delivery
0.21,959.73,Medium,0,0,1,4.6,22,41,0.0,digibazaar_delivery
3.58,160.04,High,0,0,1,4.7,14,25,0.0,digibazaar_delivery
3.46,993.25,Medium,0,1,1,3.7,7,21,0.0,digibazaar_delivery
11.74,238.06,Medium,0,0,1,3.6,27,17,0.0,digibazaar_delivery
14.69,2563.59,Medium,0,1,0,4.8,6,12,0.0,pickup
3.61,667.55,High,1,1,0,4.6,10,25,4.0,shop_delivery
12.54,762.94,Medium,0,1,1,4.1,26,41,0.0,digibazaar_delivery
2.86,2724.64,Low,0,1,1,2.8,23,29,0.0,pickup
14.14,76.41,Medium,0,1,1,3.9,16,48,0.0,digibazaar_delivery
14.38,2313.1,High,0,1,0,3.0,23,9,0.0,pickup
5.86,1356.81,Low,0,0,1,2.8,8,18,0.0,digibazaar_delivery
8.46,102.47,High,0,1,1,3.1,9,10,0.0,digibazaar_delivery
13.71,2762.24,Low,1,1,1,4.8,19,45,4.9,pickup
6.8,531.66,Medium,0,1,1,3.9,13,15,0.0,digibazaar_delivery
5.17,2981.32,Medium,0,0,1,3.2,5,43,0.0,digibazaar_delivery
2.31,1587.42,High,1,1,0,3.3,12,49,6.5,shop_delivery
2.53,461.16,Medium,1,1,1,3.8,6,42,7.7,digibazaar_delivery
2.6,2896.54,Low,1,0,1,4.7,14,28,7.1,shop_delivery
0.24,1990.59,Medium,0,0,1,3.7,6,31,0.0,digibazaar_delivery
1.21,1687.23,Low,1,1,0,4.8,9,48,6.6,shop_delivery
4.75,2619.48,Medium,0,1,0,3.6,19,39,0.0,pickup
10.14,2181.53,High,0,1,1,2.7,30,38,0.0,pickup
8.55,1449.6,High,0,1,1,2.9,22,42,0.0,digibazaar_delivery
1.84,88.27,High,1,0,1,3.8,10,19,5.2,digibazaar_delivery
0.89,1253.26,Medium,0,1,1,3.9,25,19,0.0,digibazaar_delivery
13.15,2492.87,Medium,1,1,1,2.9,20,4,4.4,digibazaar_delivery
8.05,84.83,Low,1,0,0,3.0,30,27,8.0,shop_delivery
14.39,2796.54,Low,1,1,0,3.7,28,33,4.2,pickup
8.25,2931.03,Medium,1,1,0,3.8,9,0,5.7,pickup
4.84,2939.23,High,0,0,1,4.9,15,31,0.0,digibazaar_delivery
0.17,943.4,High,1,1,0,2.8,16,29,5.1,shop_delivery
11.33,1316.91,High,0,0,1,4.4,18,16,0.0,digibazaar_delivery
3.11,1179.61,Medium,0,0,1,4.1,28,22,0.0,digibazaar_delivery
3.66,1123.66,Low,1,0,0,4.9,23,50,3.4,shop_delivery
1.62,2751.23,High,1,1,0,5.0,20,46,4.0,shop_delivery
1.67,1542.16,Low,0,1,1,4.9,13,42,0.0,pickup
7.79,1748.1,Low,0,0,1,2.8,12,20,0.0,digibazaar_delivery
2.7,1995.24,Medium,0,1,1,4.2,22,0,0.0,digibazaar_delivery
8.88,551.03,Low,0,1,1,4.1,15,44,0.0,pickup
0.36,2441.92,Low,0,0,1,4.2,9,39,0.0,digibazaar_delivery
1.94,162.41,Medium,0,0,1,3.4,11,4,0.0,digibazaar_delivery
7.4,2832.08,High,1,1,1,3.4,15,28,4.6,digibazaar_delivery
5.03,1942.23,Low,0,0,1,4.2,18,21,0.0,digibazaar_delivery
11.52,1005.1,High,1,1,1,2.5,18,43,2.9,digibazaar_delivery
7.7,2458.51,High,1,1,1,3.0,19,9,4.9,digibazaar_delivery
12.14,1462.26,Low,0,0,1,4.4,29,44,0.0,digibazaar_delivery
5.29,590.5,Medium,1,0,0,4.8,20,50,7.8,shop_delivery
13.4,351.41,Low,0,1,0,4.7,26,22,0.0,pickup
3.75,2677.83,Low,1,0,0,2.6,15,41,6.9,shop_delivery
1.77,2699.17,Low,0,0,1,5.0,24,17,0.0,digibazaar_delivery
14.94,2186.01,High,1,1,0,3.8,24,28,4.5,pickup
7.28,2908.14,High,1,0,0,3.0,15,0,3.2,shop_delivery
14.94,2427.34,High,1,0,0,3.6,20,4,2.2,shop_delivery
14.46,743.54,High,0,0,1,2.8,30,27,0.0,digibazaar_delivery
10.46,490.63,High,1,1,1,3.5,11,44,3.3,digibazaar_delivery
10.83,615.16,Low,0,1,0,3.5,21,45,0.0,pickup
3.26,262.21,High,0,1,0,2.6,7,27,0.0,pickup
9.32,1353.67,Low,1,0,0,3.6,16,15,5.7,shop_delivery
3.22,533.98,Medium,1,0,1,4.7,21,14,3.8,digibazaar_delivery
11.87,1515.91,Low,0,1,1,4.8,21,7,0.0,pickup
0.88,748.01,Medium,1,1,1,2.7,26,34,2.7,digibazaar_delivery
1.19,1347.95,Medium,0,0,1,3.5,23,24,0.0,digibazaar_delivery
11.11,1530.21,High,1,1,1,3.8,19,35,4.7,digibazaar_delivery
0.27,2526.61,Low,1,0,1,2.8,21,35,4.7,shop_delivery
2.87,1443.23,Medium,0,1,1,3.0,20,29,0.0,digibazaar_delivery
6.78,1427.24,Medium,1,0,1,3.4,24,45,6.7,digibazaar_delivery
5.07,2743.47,High,1,0,1,4.4,25,31,7.9,digibazaar_delivery
7.18,488.99,High,0,0,1,3.4,22,20,0.0,digibazaar_delivery
7.2,1506.97,Medium,0,1,1,2.6,11,39,0.0,digibazaar_delivery
12.35,2138.88,Low,1,0,0,3.5,29,2,6.3,shop_delivery
14.82,1499.89,Low,0,1,0,3.3,19,45,0.0,pickup
8.45,1921.35,Medium,1,0,0,4.4,26,19,4.6,shop_delivery
2.4,1845.71,High,1,1,1,2.8,19,8,6.4,digibazaar_delivery
7.36,2405.52,Medium,1,0,1,3.4,15,26,3.5,digibazaar_delivery
14.34,1781.77,Low,0,1,1,3.3,10,3,0.0,pickup
4.87,1690.12,Medium,0,1,0,4.3,28,49,0.0,pickup
8.29,2491.04,High,0,0,1,3.9,17,35,0.0,digibazaar_delivery
5.39,296.97,High,1,0,0,3.0,16,1,7.5,shop_delivery
8.43,2703.41,High,1,0,0,3.2,22,18,2.5,shop_delivery
4.58,2460.62,High,1,0,0,3.5,22,13,5.5,shop_delivery
13.57,2942.57,High,1,1,1,3.3,22,7,4.0,digibazaar_delivery
13.71,532.53,Low,0,1,1,3.4,6,29,0.0,pickup
8.21,2332.89,High,0,0,1,4.1,22,23,0.0,digibazaar_delivery
10.71,2976.96,Medium,0,0,1,3.4,20,4,0.0,digibazaar_delivery
5.09,2582.33,Medium,1,0,1,3.6,17,34,2.3,digibazaar_delivery
5.71,1807.33,Medium,0,1,1,3.6,14,47,0.0,digibazaar_delivery
6.86,2344.35,Medium,1,1,1,2.8,16,40,2.6,digibazaar_delivery
13.01,2811.66,High,1,1,1,4.8,29,17,5.9,digibazaar_delivery
10.81,1572.33,High,0,0,1,2.9,28,18,0.0,digibazaar_delivery
12.01,2489.24,Medium,1,0,0,3.9,26,37,2.3,shop_delivery
4.37,1614.0,Low,0,0,1,4.2,5,31,0.0,digibazaar_delivery
8.31,555.96,High,1,1,1,3.3,6,28,3.2,digibazaar_delivery
7.62,2749.61,High,0,0,1,3.7,18,29,0.0,digibazaar_delivery
13.27,183.79,Low,0,1,0,3.6,16,12,0.0,pickup
0.8,2151.32,High,0,0,1,4.9,22,18,0.0,digibazaar_delivery
1.09,1434.85,Medium,1,1,1,4.1,15,46,3.1,digibazaar_delivery
3.86,2985.51,Medium,0,0,1,4.2,14,22,0.0,digibazaar_delivery
7.3,879.56,Low,1,0,1,2.5,5,3,6.7,digibazaar_delivery
13.26,1925.33,High,1,0,0,2.7,24,19,3.2,shop_delivery
2.19,346.65,High,1,1,1,4.8,8,9,5.9,shop_delivery
14.06,2318.78,Medium,0,1,1,4.8,6,45,0.0,digibazaar_delivery
4.11,471.0,Medium,1,0,1,2.9,5,47,7.1,digibazaar_delivery
4.08,249.37,High,0,0,1,3.4,23,13,0.0,digibazaar_delivery
9.63,2142.24,Low,1,0,1,2.7,8,42,2.1,digibazaar_delivery
9.3,2787.93,Low,0,0,1,3.3,20,21,0.0,digibazaar_delivery
8.96,697.67,Low,1,0,1,3.5,19,27,4.3,digibazaar_delivery
8.24,1162.46,Medium,0,0,1,2.7,7,33,0.0,digibazaar_delivery
13.79,1554.25,Medium,1,0,1,3.9,5,13,3.8,digibazaar_delivery
0.88,2733.12,Medium,0,0,1,4.0,27,5,0.0,digibazaar_delivery
1.58,396.98,Medium,1,0,0,3.8,30,7,3.9,shop_delivery
1.11,1260.25,Low,0,1,0,3.4,13,3,0.0,pickup
8.63,123.47,Low,0,1,1,2.9,18,21,0.0,pickup
3.24,466.1,Low,1,1,1,3.0,10,0,4.5,shop_delivery
11.52,2065.47,Medium,0,1,1,2.6,22,36,0.0,digibazaar_delivery
10.85,433.6,Medium,0,0,1,2.9,28,46,0.0,digibazaar_delivery
13.43,1714.94,Low,0,0,1,4.6,25,41,0.0,digibazaar_delivery
11.79,104.13,High,1,1,1,2.7,12,20,6.9,digibazaar_delivery
0.22,1051.68,Medium,1,0,1,4.6,26,7,4.3,digibazaar_delivery
3.91,2235.46,Medium,1,1,1,4.0,27,14,2.1,digibazaar_delivery
5.73,2122.32,Medium,0,1,0,4.8,28,43,0.0,pickup
7.03,1718.25,Medium,0,0,1,2.5,18,1,0.0,digibazaar_delivery
14.17,913.07,High,0,0,1,4.8,17,10,0.0,digibazaar_delivery
0.4,893.54,Medium,1,1,0,3.6,14,9,6.4,shop_delivery
14.53,2773.04,Medium,0,1,0,4.6,26,29,0.0,pickup
6.86,1715.98,Medium,1,0,1,2.7,19,41,5.0,digibazaar_delivery
13.57,105.61,Medium,0,0,1,3.7,27,46,0.0,digibazaar_delivery
6.31,973.34,Medium,0,1,0,3.8,17,37,0.0,pickup
9.2,2492.25,High,1,1,1,4.0,17,29,2.4,digibazaar_delivery
9.69,2747.36,High,1,0,0,3.2,23,4,5.4,shop_delivery
4.19,2765.97,Low,1,0,0,3.7,9,48,5.3,shop_delivery
5.56,1669.98,High,1,0,0,3.3,25,23,3.7,shop_delivery
8.68,2403.38,Low,1,1,1,3.1,11,20,7.5,pickup
6.31,561.23,Medium,1,0,0,4.6,6,29,6.7,shop_delivery
1.36,312.55,Medium,1,1,0,3.1,24,49,6.5,shop_delivery
5.25,1948.55,Medium,1,1,0,2.8,28,43,4.5,pickup
5.9,2456.1,Medium,0,1,1,4.3,17,8,0.0,digibazaar_delivery
8.82,187.24,Medium,1,0,1,4.6,10,43,3.8,digibazaar_delivery
2.12,1665.35,Medium,0,0,1,2.9,23,0,0.0,digibazaar_delivery
5.87,2104.09,Low,0,1,1,4.6,17,24,0.0,pickup
2.83,318.67,High,1,0,0,2.7,12,1,3.4,shop_delivery
3.07,2223.5,Low,1,1,1,3.8,21,4,4.6,digibazaar_delivery
11.17,291.79,Medium,1,1,1,4.7,10,5,2.9,digibazaar_delivery
9.53,1229.63,Low,1,1,0,3.1,15,24,2.3,pickup
13.61,2560.76,Medium,1,0,1,2.8,9,30,6.6,digibazaar_delivery
8.18,2969.48,Low,0,0,1,4.6,6,12,0.0,digibazaar_delivery
7.75,899.76,Low,1,1,1,2.7,25,38,2.9,pickup
7.31,2192.08,Medium,1,0,1,3.2,7,20,7.9,digibazaar_delivery
5.94,2089.76,Medium,0,1,0,2.7,27,3,0.0,pickup
6.81,2229.26,High,1,1,0,4.1,23,20,7.4,shop_delivery
3.09,1064.89,High,0,1,1,4.2,30,13,0.0,digibazaar_delivery
10.79,1208.06,Low,0,0,1,2.8,21,46,0.0,digibazaar_delivery
4.46,315.24,High,1,1,0,3.4,28,42,7.5,shop_delivery
1.19,1589.94,High,1,1,1,3.5,14,26,7.3,digibazaar_delivery
0.33,1734.1,High,0,1,1,5.0,21,13,0.0,digibazaar_delivery
8.29,1702.43,Medium,0,0,1,2.9,11,50,0.0,digibazaar_delivery
3.92,1068.45,Low,0,0,1,4.3,9,1,0.0,digibazaar_delivery
2.43,601.65,Low,1,0,1,4.9,10,45,5.3,shop_delivery
2.23,1875.53,Medium,0,0,1,3.8,13,37,0.0,digibazaar_delivery
10.18,1484.91,Medium,1,1,0,2.9,22,15,2.6,pickup
11.3,1963.48,High,1,1,1,2.7,29,41,2.1,digibazaar_delivery
0.17,112.52,Medium,1,0,0,4.8,21,26,7.2,shop_delivery
3.12,2053.31,High,1,0,0,3.9,27,16,7.0,shop_delivery
0.46,2381.22,Low,0,0,1,4.1,22,4,0.0,digibazaar_delivery
12.89,2014.84,Medium,1,0,0,4.0,18,8,2.5,shop_delivery
9.99,151.67,Medium,1,1,0,3.4,5,20,5.5,pickup
12.98,325.06,Low,1,0,0,2.9,21,3,4.4,shop_delivery
5.88,669.21,Medium,1,0,0,3.7,23,25,7.7,shop_delivery
0.94,1645.48,Low,0,1,1,2.7,17,20,0.0,pickup
5.59,2076.18,High,1,0,0,5.0,5,11,2.9,shop_delivery
3.0,2144.61,Low,0,1,0,2.7,30,9,0.0,pickup
5.19,1787.61,Low,1,1,1,2.7,8,5,5.5,shop_delivery
1.75,2846.47,Medium,1,1,1,3.5,23,21,3.8,digibazaar_delivery
13.98,340.57,High,1,1,0,3.6,27,15,2.5,pickup
10.93,1519.03,Low,1,1,0,3.9,28,45,6.8,pickup
2.38,2674.57,Low,1,1,0,3.1,18,37,7.7,shop_delivery
11.95,1588.04,Medium,0,1,1,3.3,20,5,0.0,digibazaar_delivery
14.54,683.35,Low,1,1,1,3.2,28,36,7.1,pickup
12.25,2211.13,High,1,0,0,4.2,29,12,4.9,shop_delivery
2.33,1902.55,Low,0,1,0,5.0,14,13,0.0,pickup
10.83,850.06,Low,1,1,1,3.8,19,34,5.6,pickup
1.11,625.01,Medium,1,1,0,4.2,15,34,2.4,shop_delivery
4.79,2546.04,Medium,0,1,0,2.6,17,31,0.0,pickup
1.17,2966.21,Low,1,1,0,3.8,6,25,4.2,shop_delivery
2.47,1964.76,High,1,0,1,4.4,25,6,7.2,digibazaar_delivery
3.45,1614.05,High,0,1,1,4.8,14,44,0.0,digibazaar_delivery
6.46,1923.88,Medium,0,1,0,4.2,15,45,0.0,pickup
14.96,2562.55,High,0,0,1,2.6,14,20,0.0,digibazaar_delivery
7.39,1113.64,Low,1,1,0,3.1,17,24,2.3,pickup
4.84,1998.66,Low,1,1,0,3.2,12,50,5.3,shop_delivery
14.32,2707.37,Medium,0,1,1,3.1,17,5,0.0,digibazaar_delivery
10.29,1488.44,Low,0,1,0,3.9,28,49,0.0,pickup
5.33,494.76,Medium,0,0,1,4.4,24,7,0.0,digibazaar_delivery
1.79,1118.25,Medium,1,1,1,3.9,7,46,6.6,digibazaar_delivery
2.99,1310.18,Medium,0,1,0,4.3,13,4,0.0,pickup
2.68,193.31,Medium,1,1,1,3.5,16,42,3.4,digibazaar_delivery
4.27,179.16,Medium,0,0,1,4.2,22,29,0.0,digibazaar_delivery
14.95,656.25,Medium,0,1,1,3.3,10,24,0.0,digibazaar_delivery
7.6,1047.84,Medium,1,0,1,3.7,18,11,2.5,digibazaar_delivery
0.43,399.0,High,1,1,0,4.0,22,47,4.7,shop_delivery
2.06,1616.17,High,0,0,1,4.4,28,13,0.0,digibazaar_delivery
8.49,1483.97,High,1,1,0,2.9,14,38,5.5,pickup
4.54,387.11,Low,0,1,1,4.2,19,27,0.0,pickup
2.25,831.47,High,0,0,1,2.7,15,21,0.0,digibazaar_delivery
0.11,2227.07,Low,0,1,1,2.6,30,32,0.0,pickup
8.4,2814.51,High,1,0,0,3.0,29,35,3.8,shop_delivery
1.91,930.08,Low,1,0,0,2.6,21,28,2.5,shop_delivery
10.06,1851.61,Low,0,0,1,2.5,15,27,0.0,digibazaar_delivery
13.11,1482.06,Low,0,0,1,4.9,5,20,0.0,digibazaar_delivery
13.98,436.42,Low,1,1,1,3.1,20,35,4.4,pickup
7.34,2359.61,Low,1,1,0,3.1,17,15,6.2,pickup
2.45,2285.12,High,0,1,0,4.7,22,19,0.0,pickup
8.11,2118.51,Low,1,0,0,3.3,25,39,6.4,shop_delivery
10.1,2303.91,High,1,1,1,3.4,5,16,6.6,digibazaar_delivery
10.8,1923.87,Medium,1,0,1,4.0,27,34,4.2,digibazaar_delivery
7.42,1921.08,Medium,0,1,0,4.2,14,38,0.0,pickup
5.52,288.1,Low,1,1,1,4.8,22,20,7.5,shop_delivery
13.2,1356.88,High,0,0,1,5.0,9,50,0.0,digibazaar_delivery
2.68,2959.58,Low,1,1,1,4.9,25,17,4.1,shop_delivery
14.56,2179.9,Medium,0,1,1,3.5,25,26,0.0,digibazaar_delivery
2.93,235.47,Low,1,1,0,4.1,10,19,3.2,shop_delivery
14.42,2836.05,Low,1,1,0,2.5,7,27,5.6,pickup
11.23,2909.48,High,1,1,1,2.6,29,38,2.5,digibazaar_delivery
13.0,965.48,High,1,1,1,2.8,11,23,6.9,digibazaar_delivery
8.66,351.14,Medium,0,0,1,5.0,18,36,0.0,digibazaar_delivery
10.19,1134.9,High,0,0,1,3.0,17,1,0.0,digibazaar_delivery
9.66,2703.08,Medium,0,0,1,2.6,26,23,0.0,digibazaar_delivery
14.65,1051.41,High,1,0,1,5.0,21,10,7.7,digibazaar_delivery
10.49,1075.46,Low,1,0,1,3.7,11,22,7.2,digibazaar_delivery
13.03,2466.31,Low,0,0,1,5.0,11,10,0.0,digibazaar_delivery
12.83,324.07,High,1,0,0,5.0,19,3,7.0,shop_delivery
4.15,449.78,Medium,1,0,0,2.6,27,40,4.8,shop_delivery
12.02,1273.17,Low,1,0,0,3.0,21,4,7.5,shop_delivery
3.54,2133.85,High,0,0,1,4.5,16,48,0.0,digibazaar_delivery
14.93,1246.37,Low,0,0,1,2.8,25,49,0.0,digibazaar_delivery
10.22,1768.09,High,0,0,1,4.1,24,3,0.0,digibazaar_delivery
11.79,978.69,Medium,1,1,1,3.9,15,2,6.3,digibazaar_delivery
4.01,1163.75,Low,1,1,0,3.5,14,4,2.3,pickup
14.85,1775.3,High,1,0,1,4.7,22,35,5.9,digibazaar_delivery
3.53,1612.28,Low,1,0,0,4.7,23,3,7.4,shop_delivery
4.35,839.51,Low,0,0,1,3.0,13,29,0.0,digibazaar_delivery
13.69,1905.2,Low,0,0,1,3.7,25,20,0.0,digibazaar_delivery
10.52,2491.28,High,1,1,1,3.8,21,32,7.9,digibazaar_delivery
11.13,1546.9,Low,1,1,0,2.8,30,20,3.3,pickup
11.93,124.15,Medium,1,0,0,2.8,14,2,6.9,shop_delivery
11.05,725.96,Medium,1,0,0,2.8,24,22,6.2,shop_delivery
11.46,2256.12,High,1,0,1,3.8,25,15,5.1,digibazaar_delivery
7.26,2437.57,Low,1,1,0,4.3,13,1,6.1,pickup
0.68,2598.81,Medium,0,0,1,3.1,22,28,0.0,digibazaar_delivery
1.67,1570.99,High,1,0,0,3.9,30,1,4.5,shop_delivery
3.82,1940.86,High,1,0,1,2.6,11,6,5.9,digibazaar_delivery
1.85,464.72,High,0,1,0,3.0,24,8,0.0,pickup
2.52,2509.01,High,1,0,1,4.0,12,38,3.6,digibazaar_delivery
5.11,892.43,Medium,0,0,1,2.8,26,43,0.0,digibazaar_delivery
11.22,2383.81,Low,0,0,1,3.9,10,42,0.0,digibazaar_delivery
1.26,1695.94,High,0,1,0,2.8,5,4,0.0,pickup
3.69,1497.5,High,0,0,1,3.8,30,42,0.0,digibazaar_delivery
1.02,2652.43,Low,0,0,1,3.1,11,32,0.0,digibazaar_delivery
12.06,1656.76,Low,1,0,1,4.5,21,28,6.0,shop_delivery
8.34,716.92,High,1,0,1,3.9,7,17,4.9,digibazaar_delivery
0.34,2677.36,High,1,1,1,3.3,13,24,6.0,digibazaar_delivery
3.72,1232.61,High,1,0,0,4.1,21,8,3.2,shop_delivery
13.93,118.72,Medium,1,1,0,2.6,6,14,4.9,pickup
13.09,176.03,High,0,0,1,4.2,20,11,0.0,digibazaar_delivery
10.98,1702.71,Low,0,0,1,3.4,25,34,0.0,digibazaar_delivery
7.34,2775.71,High,1,0,0,3.4,10,19,6.5,shop_delivery
6.04,1303.24,High,0,0,1,4.7,10,14,0.0,digibazaar_delivery
13.12,2226.74,Medium,1,1,0,3.5,22,4,5.8,pickup
9.9,2285.86,Medium,1,1,0,3.1,21,42,4.4,pickup
10.11,759.09,High,0,1,0,4.5,14,35,0.0,pickup
10.61,965.86,High,1,1,1,2.9,11,14,5.0,digibazaar_delivery
7.45,2460.82,Medium,0,1,1,2.9,26,30,0.0,digibazaar_delivery
9.27,2723.18,High,0,1,0,2.9,29,23,0.0,pickup
13.79,1668.77,Low,0,0,1,3.8,9,41,0.0,digibazaar_delivery
4.69,2693.33,High,1,1,0,3.3,18,6,3.3,pickup
14.44,1266.08,Medium,0,1,0,3.0,16,34,0.0,pickup
4.51,2024.03,Medium,0,1,1,3.4,17,5,0.0,digibazaar_delivery
12.89,1267.6,Low,0,0,1,4.8,17,1,0.0,digibazaar_delivery
0.48,2780.29,High,1,0,1,4.7,16,3,7.4,digibazaar_delivery
11.37,1613.65,High,0,0,1,2.7,20,33,0.0,digibazaar_delivery
9.61,1058.77,Low,0,1,0,4.0,13,26,0.0,pickup
9.65,2938.14,Low,0,0,1,4.6,27,36,0.0,digibazaar_delivery
1.56,67.56,Medium,1,0,0,4.5,15,40,5.9,shop_delivery
0.5,1788.45,High,1,1,1,3.2,9,45,4.8,digibazaar_delivery
5.79,2665.46,Low,0,0,1,4.1,10,41,0.0,digibazaar_delivery
5.48,1221.03,Medium,1,0,1,3.5,27,18,7.7,digibazaar_delivery
7.25,696.11,Low,0,0,1,3.7,26,38,0.0,digibazaar_delivery
2.7,730.49,High,0,0,1,4.1,7,31,0.0,digibazaar_delivery
11.4,585.74,Low,0,1,1,4.1,12,44,0.0,pickup
0.28,227.83,Medium,1,0,1,4.8,5,47,3.9,digibazaar_delivery
2.97,900.32,Medium,0,1,1,3.1,30,30,0.0,digibazaar_delivery
8.8,2522.09,High,1,0,0,4.1,8,19,6.4,shop_delivery
0.32,2271.97,Medium,0,1,0,2.6,15,2,0.0,pickup
9.0,494.46,Medium,0,1,1,4.8,15,45,0.0,digibazaar_delivery
4.0,1417.18,Medium,0,1,1,4.1,29,12,0.0,digibazaar_delivery
8.55,2774.45,High,1,1,0,4.3,19,28,6.1,pickup
11.28,931.69,Medium,0,1,1,3.9,20,24,0.0,digibazaar_delivery
3.78,277.04,High,1,1,0,3.4,20,33,5.0,shop_delivery
3.52,2781.65,Low,0,0,1,3.2,8,5,0.0,digibazaar_delivery
2.61,2554.57,High,1,0,1,4.1,18,36,6.4,digibazaar_delivery
2.88,1137.3,High,1,1,1,3.9,17,4,6.2,digibazaar_delivery
14.36,2879.54,Low,0,1,0,3.2,19,18,0.0,pickup
1.16,180.58,High,1,0,0,4.8,12,23,4.8,shop_delivery
5.63,807.69,Medium,0,1,1,3.2,16,18,0.0,digibazaar_delivery
7.49,426.88,Medium,1,1,0,4.3,29,32,4.4,pickup
6.92,2134.03,High,0,1,0,5.0,14,0,0.0,pickup
12.08,57.62,Low,0,0,1,3.7,29,25,0.0,digibazaar_delivery
14.51,1265.34,Medium,1,0,0,4.0,27,29,5.4,shop_delivery
11.92,1254.49,High,1,1,0,2.6,9,39,4.6,pickup
13.13,1737.21,Medium,0,1,1,4.4,28,41,0.0,digibazaar_delivery
10.74,1025.47,High,0,0,1,2.9,17,12,0.0,digibazaar_delivery
14.15,2841.97,High,0,0,1,2.5,15,32,0.0,digibazaar_delivery
0.4,1726.65,Medium,1,1,1,3.0,5,26,5.7,digibazaar_delivery
3.86,1318.53,Low,1,0,1,3.9,15,7,5.6,shop_delivery
9.99,2423.97,Low,0,0,1,3.9,12,12,0.0,digibazaar_delivery
7.55,1901.97,Low,0,1,0,4.2,5,40,0.0,pickup
11.02,561.37,High,0,1,1,3.6,22,33,0.0,digibazaar_delivery
9.51,2599.87,High,0,1,1,4.8,14,3,0.0,digibazaar_delivery
1.9,786.92,Medium,1,0,0,4.7,29,5,8.0,shop_delivery
12.78,197.57,Low,1,1,0,4.0,30,15,3.5,pickup
14.13,287.17,High,0,0,1,2.6,30,30,0.0,digibazaar_delivery
14.1,1592.74,High,0,0,1,4.7,9,46,0.0,digibazaar_delivery
12.24,1226.87,High,1,1,1,2.9,8,41,4.1,digibazaar_delivery
12.73,1499.0,Low,0,0,1,4.6,6,37,0.0,digibazaar_delivery
9.28,354.97,Low,0,1,1,2.8,30,48,0.0,pickup
10.67,1886.71,Medium,0,0,1,4.4,16,46,0.0,digibazaar_delivery
8.25,186.8,High,1,0,0,4.0,5,10,3.8,shop_delivery
0.2,499.3,Medium,0,0,1,2.9,18,34,0.0,digibazaar_delivery
5.14,1779.21,Medium,0,1,1,3.2,17,3,0.0,pickup
10.21,2711.23,Medium,0,0,1,4.8,23,9,0.0,digibazaar_delivery
3.23,1948.63,Low,0,0,1,3.8,29,39,0.0,digibazaar_delivery
5.21,360.41,High,1,0,0,2.6,25,45,2.1,shop_delivery
14.85,481.99,High,0,1,0,2.6,14,31,0.0,pickup
8.36,2971.96,Low,1,1,0,3.8,24,12,3.3,pickup
1.2,2393.7,High,1,1,0,4.5,10,33,6.1,shop_delivery
5.34,2733.39,Low,0,0,1,4.6,21,27,0.0,digibazaar_delivery
12.26,2372.23,High,0,1,0,4.8,19,4,0.0,pickup
11.33,1605.73,High,1,1,1,3.0,20,22,6.5,pickup
2.09,1484.29,Medium,1,0,1,2.8,24,26,5.5,digibazaar_delivery
7.94,1503.58,Low,0,0,1,4.1,21,11,0.0,digibazaar_delivery
6.34,366.33,High,0,1,1,3.2,19,22,0.0,digibazaar_delivery
9.35,2349.11,Medium,0,0,1,3.2,7,4,0.0,digibazaar_delivery
10.66,2733.74,High,0,0,1,4.1,23,24,0.0,digibazaar_delivery
14.86,1592.44,High,1,1,0,2.7,30,7,4.2,pickup
4.74,1750.48,Medium,0,1,0,2.8,12,26,0.0,pickup
7.35,2752.45,High,1,1,1,2.7,20,28,3.6,digibazaar_delivery
9.51,1748.25,Medium,0,0,1,2.9,14,47,0.0,digibazaar_delivery
4.27,1676.09,Low,1,1,1,4.1,19,41,4.7,shop_delivery
13.35,910.37,High,1,1,1,3.2,5,38,2.6,digibazaar_delivery
1.33,740.56,Low,1,1,0,4.9,12,43,5.1,shop_delivery
9.15,814.67,High,1,0,1,2.6,23,31,2.2,digibazaar_delivery
5.87,211.48,High,1,0,0,4.9,14,16,7.0,shop_delivery
7.69,2786.46,Medium,1,1,1,4.8,17,27,7.7,digibazaar_delivery
