distance_km,order_value,rider_availability,shop_delivery_enabled,pickup_enabled,digibazaar_delivery_enabled,shop_rating,avg_prep_time_mins,current_pending_orders,shop_delivery_radius_km,delivery_mode
7.31,905.1,Medium,0,1,1,4.8,27,15,0.0,digibazaar_delivery
7.21,2397.7,Medium,1,0,0,3.7,12,30,4.7,shop_delivery
5.24,1846.09,High,0,0,1,5.0,15,3,0.0,digibazaar_delivery
7.48,1088.94,High,0,1,1,3.1,19,41,0.0,digibazaar_delivery
13.32,1112.15,High,0,0,1,4.1,17,2,0.0,digibazaar_delivery
6.74,1032.97,High,1,1,1,4.5,12,25,2.6,digibazaar_delivery
14.49,2496.31,High,1,0,1,3.3,13,1,4.4,digibazaar_delivery
9.7,417.97,High,0,0,1,3.5,18,14,0.0,digibazaar_delivery
9.06,2909.05,Low,0,1,0,4.2,7,33,0.0,pickup
6.75,797.41,Low,1,0,0,2.7,19,24,5.9,shop_delivery
13.56,2898.94,High,1,0,0,2.8,20,35,7.0,shop_delivery
11.1,955.95,Medium,1,1,1,2.9,20,47,5.6,digibazaar_delivery
9.58,1383.04,Medium,1,0,1,4.7,9,48,4.3,digibazaar_delivery
3.27,294.94,High,0,1,0,4.3,11,22,0.0,pickup
5.08,2532.93,High,1,0,1,3.1,22,32,5.8,digibazaar_delivery
5.64,1389.07,High,1,1,0,4.7,15,21,2.0,pickup
3.68,1482.12,High,0,1,0,4.4,6,26,0.0,pickup
13.41,116.52,Low,1,0,1,2.8,20,18,5.5,digibazaar_delivery
0.9,651.53,Low,0,0,1,3.9,11,30,0.0,digibazaar_delivery
10.8,2279.49,High,1,0,1,2.6,20,14,3.0,digibazaar_delivery
9.38,900.84,Low,0,1,1,4.5,12,32,0.0,pickup
8.92,2022.46,Low,1,0,1,4.2,30,0,4.8,digibazaar_delivery
7.14,1777.53,Low,1,0,0,2.9,5,48,7.8,shop_delivery
2.96,1076.72,Low,1,0,0,4.6,25,18,6.0,shop_delivery
12.95,1366.62,Low,1,0,0,4.8,17,33,7.9,shop_delivery
4.05,1144.1,High,1,1,0,3.2,19,16,3.5,pickup
3.56,1991.26,Low,1,0,1,4.8,30,24,7.5,shop_delivery
9.62,1596.11,Medium,0,0,1,3.0,19,17,0.0,digibazaar_delivery
7.65,2132.58,Low,1,1,1,4.2,28,2,5.1,pickup
13.02,147.37,High,0,0,1,3.9,24,2,0.0,digibazaar_delivery
8.14,2274.37,High,0,0,1,4.4,10,9,0.0,digibazaar_delivery
11.55,2760.71,Low,0,1,1,4.9,23,19,0.0,pickup
8.1,762.87,High,0,1,0,4.3,7,16,0.0,pickup
14.37,2342.61,Medium,1,0,0,3.3,6,38,3.9,shop_delivery
14.91,2072.45,High,0,0,1,3.2,11,1,0.0,digibazaar_delivery
5.99,1504.82,High,0,0,1,4.5,13,44,0.0,digibazaar_delivery
5.31,1394.11,Low,1,0,1,4.8,15,48,5.4,shop_delivery
12.74,286.05,Low,0,1,0,3.7,27,43,0.0,pickup
5.53,2086.29,Low,1,1,1,3.8,24,2,2.7,pickup
11.76,519.57,Medium,0,1,1,2.7,20,13,0.0,digibazaar_delivery
4.05,2271.39,Medium,0,1,0,2.9,21,0,0.0,pickup
14.33,1760.5,Low,1,1,1,3.1,10,33,6.9,pickup
6.74,1401.92,Low,0,0,1,3.7,17,36,0.0,digibazaar_delivery
11.8,2998.55,Medium,0,1,1,2.9,18,22,0.0,digibazaar_delivery
2.44,1548.96,High,0,0,1,2.7,9,25,0.0,digibazaar_delivery
7.24,2762.48,Medium,1,0,0,3.0,23,24,2.8,shop_delivery
3.42,1907.1,High,0,1,0,4.8,6,32,0.0,pickup
11.18,877.09,Medium,1,1,1,2.8,12,14,7.4,digibazaar_delivery
1.71,1163.09,Low,1,0,1,4.6,26,50,5.1,shop_delivery
3.59,817.22,Medium,0,1,0,4.8,15,35,0.0,pickup
6.43,192.58,Low,0,0,1,2.8,30,25,0.0,digibazaar_delivery
9.44,1574.76,High,1,0,0,3.2,8,46,6.3,shop_delivery
7.81,1211.82,High,0,0,1,4.5,10,25,0.0,digibazaar_delivery
2.42,2185.94,Medium,1,1,1,4.8,27,0,7.3,digibazaar_delivery
5.16,300.04,High,0,1,1,4.2,5,32,0.0,digibazaar_delivery
7.15,2774.79,Medium,0,0,1,4.1,8,15,0.0,digibazaar_delivery
2.79,2658.93,Medium,1,1,1,2.7,17,45,3.3,digibazaar_delivery
8.72,2477.28,Medium,1,0,0,4.9,7,8,4.3,shop_delivery
5.95,263.69,Low,1,1,1,3.6,10,15,3.2,pickup
4.21,1528.1,High,0,0,1,3.6,8,40,0.0,digibazaar_delivery
11.02,2783.56,Medium,0,1,0,2.8,16,1,0.0,pickup
10.39,2526.67,High,0,1,1,4.8,17,20,0.0,digibazaar_delivery
3.21,2616.15,Low,0,0,1,3.7,10,34,0.0,digibazaar_delivery
12.78,1173.08,High,0,1,1,3.2,19,34,0.0,digibazaar_delivery
4.14,2362.66,Low,0,0,1,2.9,12,42,0.0,digibazaar_delivery
3.91,2590.26,High,0,0,1,5.0,10,27,0.0,digibazaar_delivery
5.5,200.15,Low,1,0,1,2.9,30,27,7.2,shop_delivery
2.84,1710.36,Medium,1,1,0,3.9,6,20,2.8,pickup
7.43,445.58,Medium,1,0,0,4.5,15,44,2.3,shop_delivery
11.11,2686.44,Medium,1,0,0,3.3,15,11,6.1,shop_delivery
4.81,728.44,Medium,1,1,1,2.6,5,19,4.2,digibazaar_delivery
2.67,2342.16,High,0,0,1,3.0,26,23,0.0,digibazaar_delivery
10.27,2998.47,High,0,1,1,4.3,18,44,0.0,digibazaar_delivery
6.15,785.79,Low,1,0,1,4.4,16,15,7.0,shop_delivery
6.86,1397.73,Medium,1,0,1,3.3,15,16,5.2,shop_delivery
11.8,1560.27,Medium,0,0,1,4.0,22,4,0.0,digibazaar_delivery
6.89,1050.18,Medium,0,1,0,3.7,26,4,0.0,pickup
9.67,2430.56,High,0,0,1,3.6,25,8,0.0,digibazaar_delivery
6.04,2336.19,Low,1,0,0,3.7,20,47,7.1,shop_delivery
5.65,2920.44,Medium,0,0,1,2.8,17,1,0.0,digibazaar_delivery
1.77,336.66,Low,1,1,0,4.8,17,18,7.8,shop_delivery
12.38,669.86,Low,0,0,1,3.4,9,28,0.0,digibazaar_delivery
7.47,1677.49,Low,1,1,1,2.7,5,34,5.1,pickup
0.2,1736.43,Low,0,1,1,2.5,26,40,0.0,pickup
10.93,2394.24,Medium,0,0,1,5.0,15,5,0.0,digibazaar_delivery
11.11,394.38,Low,1,0,1,2.6,10,15,7.6,digibazaar_delivery
4.92,147.88,Medium,0,1,0,3.4,22,38,0.0,pickup
10.46,282.93,High,1,0,1,4.9,12,41,5.7,digibazaar_delivery
9.79,2205.65,Medium,0,1,1,3.3,25,32,0.0,digibazaar_delivery
9.67,351.7,Medium,1,0,1,2.9,29,24,6.7,digibazaar_delivery
10.39,2055.34,Medium,1,1,0,4.7,7,6,4.2,pickup
12.74,281.64,High,0,1,0,3.5,18,10,0.0,pickup
14.23,535.1,Low,1,0,0,3.4,28,46,5.5,shop_delivery
5.19,2260.67,Medium,1,1,1,4.3,25,43,3.4,digibazaar_delivery
3.14,1015.42,Low,0,1,1,2.6,16,39,0.0,pickup
11.85,2809.94,High,0,1,1,3.7,7,39,0.0,digibazaar_delivery
8.46,1286.48,Low,0,0,1,3.5,5,43,0.0,digibazaar_delivery
1.85,1878.84,High,1,1,0,3.8,8,9,6.7,shop_delivery
10.16,2774.45,High,0,1,0,2.9,22,43,0.0,pickup
6.97,2492.71,Medium,0,1,1,3.0,16,41,0.0,digibazaar_delivery
5.78,1807.05,Low,1,0,0,3.8,18,42,7.6,shop_delivery
5.84,893.47,High,0,0,1,3.3,22,26,0.0,digibazaar_delivery
2.64,2844.45,Medium,0,1,0,4.9,26,26,0.0,pickup
3.06,2699.7,Low,0,1,1,3.4,16,33,0.0,pickup
11.61,265.02,Low,1,0,0,3.2,30,29,3.3,shop_delivery
10.68,2468.14,Low,0,1,0,4.1,6,25,0.0,pickup
3.81,1571.95,Medium,1,0,0,3.7,11,11,4.4,shop_delivery
12.54,2946.04,Medium,1,0,1,3.6,11,29,5.6,digibazaar_delivery
3.86,84.61,Medium,0,1,0,3.5,29,17,0.0,pickup
1.15,1650.18,High,1,1,0,4.6,22,36,5.8,shop_delivery
9.87,2349.46,Medium,0,0,1,3.7,16,4,0.0,digibazaar_delivery
5.06,233.73,Low,1,0,1,3.1,18,40,2.4,digibazaar_delivery
7.24,2585.79,Low,1,0,1,3.2,7,33,5.1,digibazaar_delivery
8.41,2307.98,High,1,1,0,3.2,21,46,5.6,pickup
9.32,565.7,High,0,0,1,3.4,26,1,0.0,digibazaar_delivery
7.76,1059.34,Low,0,0,1,3.0,19,6,0.0,digibazaar_delivery
8.87,1923.72,Low,1,1,0,3.8,26,45,4.3,pickup
7.97,1634.25,Medium,1,1,1,4.0,6,8,3.3,digibazaar_delivery
5.11,2570.13,Low,1,1,1,3.7,15,32,6.4,shop_delivery
1.31,2385.7,Low,1,1,1,4.3,28,14,2.2,shop_delivery
12.69,2634.61,High,0,0,1,4.7,30,42,0.0,digibazaar_delivery
6.23,1115.93,Medium,0,1,1,4.7,7,26,0.0,digibazaar_delivery
3.07,1682.02,Low,1,0,1,4.9,23,32,3.5,shop_delivery
7.15,1446.18,High,0,0,1,2.6,28,24,0.0,digibazaar_delivery
14.94,2638.49,Medium,1,1,0,4.3,27,17,2.5,pickup
14.74,793.09,Medium,0,1,0,3.7,5,34,0.0,pickup
3.17,1817.36,High,0,0,1,4.4,20,46,0.0,digibazaar_delivery
8.6,439.33,Low,1,0,0,3.9,12,24,7.3,shop_delivery
11.56,67.64,High,0,0,1,3.0,6,48,0.0,digibazaar_delivery
4.91,2573.31,High,0,1,0,3.0,8,7,0.0,pickup
11.23,1643.98,Low,0,0,1,3.0,29,22,0.0,digibazaar_delivery
1.93,2020.47,High,1,1,1,2.6,10,13,3.9,digibazaar_delivery
2.59,297.58,Medium,1,1,0,4.0,26,37,4.9,shop_delivery
12.87,2226.26,Medium,1,0,1,3.0,6,43,3.0,digibazaar_delivery
11.77,2007.77,Low,1,1,0,4.5,21,46,2.5,pickup
5.14,2511.97,Medium,1,1,1,2.7,28,41,4.7,digibazaar_delivery
5.34,2594.93,Medium,0,0,1,3.4,13,38,0.0,digibazaar_delivery
6.99,242.48,Medium,1,1,1,3.2,8,25,4.8,digibazaar_delivery
0.76,211.16,Medium,0,1,0,4.7,27,8,0.0,pickup
1.9,130.04,Medium,0,1,1,4.9,19,40,0.0,digibazaar_delivery
0.4,2032.17,Medium,0,0,1,2.9,20,30,0.0,digibazaar_delivery
12.72,1130.0,High,1,0,0,4.9,7,33,2.6,shop_delivery
14.9,2533.3,Low,0,1,1,2.9,22,44,0.0,pickup
1.67,759.66,Low,1,1,0,3.8,11,25,3.5,shop_delivery
13.94,842.51,Medium,1,0,0,2.9,19,23,3.3,shop_delivery
3.1,2527.87,Medium,1,1,0,4.2,23,29,4.2,shop_delivery
3.19,621.81,Medium,1,1,1,2.5,26,17,3.9,digibazaar_delivery
7.0,178.15,High,0,1,1,3.3,30,32,0.0,digibazaar_delivery
5.16,2622.23,Low,1,0,1,4.2,24,15,3.8,digibazaar_delivery
8.7,834.13,Medium,1,1,1,5.0,22,26,5.2,digibazaar_delivery
6.18,1672.64,High,1,0,0,2.9,20,0,4.1,shop_delivery
8.22,2601.45,Low,1,1,0,2.9,14,22,6.2,pickup
3.07,1312.34,Low,1,1,0,3.8,6,4,4.4,shop_delivery
0.42,2608.75,Low,0,1,0,4.6,9,15,0.0,pickup
2.81,1204.2,High,1,0,1,2.9,16,45,2.0,digibazaar_delivery
4.79,246.84,Medium,1,0,1,3.6,24,29,5.5,digibazaar_delivery
2.08,2849.64,High,1,1,1,2.7,29,3,7.1,digibazaar_delivery
2.36,268.46,High,1,1,0,4.9,27,41,3.9,shop_delivery
10.94,2497.14,High,0,0,1,4.8,21,33,0.0,digibazaar_delivery
5.29,1415.53,High,1,0,0,3.3,19,5,7.7,shop_delivery
0.35,1432.66,High,1,0,1,4.7,16,18,4.1,digibazaar_delivery
4.64,818.28,Medium,0,0,1,3.6,26,20,0.0,digibazaar_delivery
2.35,2100.93,Medium,0,0,1,2.6,22,26,0.0,digibazaar_delivery
11.67,1398.15,Low,1,1,1,4.0,24,9,4.2,pickup
8.15,393.66,Medium,0,1,1,2.9,29,1,0.0,digibazaar_delivery
10.85,1776.85,Low,0,1,0,3.0,24,44,0.0,pickup
12.41,1511.81,Medium,0,1,1,4.6,18,15,0.0,digibazaar_delivery
5.13,1080.78,Low,0,0,1,3.3,16,6,0.0,digibazaar_delivery
10.74,1228.21,Medium,1,0,0,3.1,21,37,7.0,shop_delivery
6.08,51.07,High,0,1,1,4.6,22,22,0.0,digibazaar_delivery
11.5,2321.35,Low,1,1,1,3.3,18,10,7.3,pickup
0.75,146.26,High,0,0,1,3.3,29,44,0.0,digibazaar_delivery
12.72,2644.12,Low,1,1,1,4.3,7,22,5.2,pickup
7.86,1796.67,Low,1,0,0,4.7,5,0,4.8,shop_delivery
5.88,531.38,Medium,0,1,1,4.2,10,16,0.0,digibazaar_delivery
0.61,345.61,Low,0,1,1,3.5,28,35,0.0,pickup
10.06,1213.47,Medium,0,1,0,3.5,25,18,0.0,pickup
8.87,2239.85,Low,0,1,0,2.7,5,13,0.0,pickup
11.06,311.88,Medium,0,0,1,4.6,26,41,0.0,digibazaar_delivery
4.23,1818.98,High,0,1,1,3.2,30,35,0.0,digibazaar_delivery
8.93,356.98,Medium,1,0,1,3.4,25,5,4.1,digibazaar_delivery
11.64,2362.21,High,0,0,1,2.8,6,24,0.0,digibazaar_delivery
1.9,2220.4,High,1,1,1,5.0,12,26,3.7,digibazaar_delivery
4.09,2450.24,Medium,1,0,0,4.7,23,4,6.6,shop_delivery
0.52,2417.51,Medium,1,1,0,4.3,11,43,8.0,shop_delivery
3.61,1418.06,Medium,1,1,1,4.3,22,43,5.6,digibazaar_delivery
7.23,142.27,Medium,1,1,1,2.5,22,49,4.8,digibazaar_delivery
2.77,1314.21,Low,1,1,0,3.1,26,46,6.8,shop_delivery
10.53,2312.0,Low,0,1,1,4.3,17,46,0.0,pickup
2.68,2134.32,High,0,0,1,3.8,30,34,0.0,digibazaar_delivery
14.09,2855.7,Low,1,1,1,4.6,10,42,4.2,pickup
6.1,2152.43,High,1,0,1,4.7,24,30,5.5,shop_delivery
9.28,2753.23,Medium,1,0,1,4.8,20,28,5.4,digibazaar_delivery
5.33,1164.35,High,0,1,0,4.5,16,36,0.0,pickup
1.14,1648.8,Medium,0,0,1,3.7,26,21,0.0,digibazaar_delivery
5.63,227.17,High,1,1,1,3.3,13,28,6.6,digibazaar_delivery
10.06,2149.29,High,1,0,1,4.8,26,15,4.2,digibazaar_delivery
12.26,164.3,High,0,1,0,3.1,23,27,0.0,pickup
1.78,1985.78,Medium,0,0,1,4.1,27,29,0.0,digibazaar_delivery
5.68,1291.92,Medium,0,0,1,3.6,5,10,0.0,digibazaar_delivery
14.57,2919.64,Medium,1,1,1,4.6,30,5,3.7,digibazaar_delivery
1.76,1406.87,Medium,0,1,0,3.2,20,32,0.0,pickup
12.49,1803.63,Low,0,1,0,3.3,26,32,0.0,pickup
0.54,1513.37,High,1,1,0,4.8,22,21,3.1,shop_delivery
6.47,633.47,Medium,0,0,1,4.8,11,36,0.0,digibazaar_delivery
13.19,1324.0,High,1,0,1,3.9,10,29,2.3,digibazaar_delivery
3.96,2451.55,Low,1,0,0,4.4,30,10,2.9,shop_delivery
2.94,2636.76,Medium,1,1,1,4.2,17,28,6.5,digibazaar_delivery
5.3,1246.27,Low,1,0,1,2.7,28,5,6.1,shop_delivery
8.72,2314.9,Low,0,1,1,4.3,25,40,0.0,pickup
13.75,972.9,High,0,0,1,3.8,9,30,0.0,digibazaar_delivery
10.66,2845.27,High,1,1,0,3.5,19,36,4.6,pickup
2.61,1233.59,Medium,1,0,1,4.8,30,19,3.9,digibazaar_delivery
7.82,2786.98,Medium,1,0,0,2.8,8,48,3.1,shop_delivery
14.05,1705.4,Medium,1,1,0,2.6,22,27,7.2,pickup
13.45,832.58,High,1,0,1,4.7,26,25,7.2,digibazaar_delivery
4.38,1570.07,Medium,1,0,0,2.6,5,43,3.0,shop_delivery
14.52,2011.58,Low,1,1,0,3.4,27,20,4.3,pickup
9.63,71.96,Low,0,0,1,4.4,21,9,0.0,digibazaar_delivery
5.74,2201.29,Low,1,1,0,3.5,18,26,3.6,pickup
10.34,573.15,Low,0,1,1,3.0,25,41,0.0,pickup
0.37,2727.36,Low,0,1,1,2.9,5,18,0.0,pickup
11.9,141.13,Low,1,0,0,4.9,17,11,2.7,shop_delivery
5.57,1136.06,Low,0,1,1,4.5,9,42,0.0,pickup
4.46,2307.43,High,1,0,1,2.9,14,30,2.6,digibazaar_delivery
11.93,2872.07,Low,1,1,1,4.3,11,45,4.7,pickup
8.99,1803.64,Medium,0,0,1,4.0,25,15,0.0,digibazaar_delivery
4.01,998.21,High,1,0,0,4.7,5,43,2.6,shop_delivery
14.68,2877.09,Low,0,1,0,2.8,23,13,0.0,pickup
5.82,470.13,Low,0,0,1,3.6,22,46,0.0,digibazaar_delivery
2.71,1901.25,Low,1,0,1,4.7,18,18,7.4,shop_delivery
9.62,1036.34,High,1,0,0,2.7,10,35,5.1,shop_delivery
12.36,1355.4,High,0,1,1,3.0,10,23,0.0,digibazaar_delivery
12.39,2007.92,Medium,1,0,0,3.8,20,38,5.8,shop_delivery
1.21,183.05,Low,0,0,1,3.4,25,3,0.0,digibazaar_delivery
12.7,1925.7,High,0,1,0,3.3,18,10,0.0,pickup
12.71,1013.08,High,0,1,1,3.5,8,50,0.0,digibazaar_delivery
9.49,642.35,Low,0,1,0,3.3,19,50,0.0,pickup
12.82,1318.59,High,0,1,1,4.3,9,11,0.0,digibazaar_delivery
12.96,153.95,Medium,0,0,1,3.2,7,25,0.0,digibazaar_delivery
2.78,2466.84,Medium,0,0,1,4.0,26,37,0.0,digibazaar_delivery
6.73,550.02,High,1,1,0,3.9,8,42,3.6,pickup
4.24,2734.79,Low,1,0,1,3.3,25,34,5.6,shop_delivery
13.83,2268.11,Low,0,1,1,3.8,25,19,0.0,pickup
3.31,1846.44,Medium,0,0,1,4.2,12,13,0.0,digibazaar_delivery
10.35,1713.38,Low,0,0,1,2.5,12,4,0.0,digibazaar_delivery
13.44,1106.63,Medium,0,1,1,3.5,7,25,0.0,digibazaar_delivery
5.91,1626.68,Low,0,0,1,2.6,11,24,0.0,digibazaar_delivery
6.78,1638.59,High,0,0,1,2.7,6,8,0.0,digibazaar_delivery
0.27,519.41,High,1,0,0,4.3,19,4,4.2,shop_delivery
5.08,1356.34,Low,1,0,0,4.1,30,22,7.1,shop_delivery
10.6,1657.31,Medium,1,1,0,4.5,21,45,2.3,pickup
8.42,2378.31,High,1,1,1,4.6,28,50,5.6,digibazaar_delivery
1.14,1592.92,Medium,1,0,0,3.7,24,18,5.8,shop_delivery
7.49,289.93,Medium,1,1,0,4.5,16,29,3.9,pickup
13.7,1827.0,High,1,0,0,4.6,7,29,7.9,shop_delivery
10.96,182.95,Medium,0,1,0,4.6,15,12,0.0,pickup
14.39,640.6,Medium,0,0,1,3.5,24,15,0.0,digibazaar_delivery
7.98,1206.11,High,0,1,0,3.7,14,44,0.0,pickup
5.38,2540.68,Low,1,1,1,4.3,10,38,3.6,pickup
14.22,986.67,High,0,0,1,4.0,10,0,0.0,digibazaar_delivery
10.98,82.5,Low,0,1,0,3.5,6,19,0.0,pickup
7.36,2904.28,High,0,0,1,3.6,15,14,0.0,digibazaar_delivery
14.77,2177.17,Low,0,1,1,2.7,20,24,0.0,pickup
7.43,2263.75,Medium,0,0,1,4.7,22,2,0.0,digibazaar_delivery
9.76,994.28,Medium,0,0,1,4.1,28,39,0.0,digibazaar_delivery
11.25,1467.23,Low,0,1,0,4.1,12,6,0.0,pickup
5.82,582.44,Medium,1,0,1,3.5,12,37,8.0,digibazaar_delivery
1.3,506.51,Low,0,0,1,3.4,14,25,0.0,digibazaar_delivery
3.92,861.1,Low,0,0,1,4.3,11,15,0.0,digibazaar_delivery
1.37,2265.26,Low,0,1,1,4.2,13,1,0.0,pickup
8.22,2448.46,Low,1,1,1,4.6,19,26,3.0,pickup
9.79,1380.89,High,1,0,0,2.5,14,48,4.1,shop_delivery
12.08,846.21,Medium,0,0,1,4.9,5,12,0.0,digibazaar_delivery
8.5,1409.1,Medium,1,0,1,3.8,15,22,7.2,digibazaar_delivery
14.66,356.48,Low,0,0,1,3.3,11,31,0.0,digibazaar_delivery
12.07,2701.7,High,0,0,1,3.1,8,15,0.0,digibazaar_delivery
4.8,2272.03,High,1,0,1,3.1,28,30,2.2,digibazaar_delivery
12.3,2430.96,Low,1,0,0,4.3,18,43,2.9,shop_delivery
0.52,1472.76,Low,1,1,1,2.7,22,8,6.2,shop_delivery
3.36,1533.0,Medium,1,1,0,3.8,15,41,5.1,shop_delivery
5.63,732.0,High,1,0,0,4.7,24,32,5.6,shop_delivery
14.3,2610.16,Low,0,0,1,4.0,17,10,0.0,digibazaar_delivery
14.42,2688.54,Medium,1,0,1,4.9,7,30,3.6,digibazaar_delivery
8.37,2564.1,Low,0,0,1,4.4,17,42,0.0,digibazaar_delivery
12.9,991.49,Low,1,1,1,4.0,12,30,2.5,pickup
10.78,1679.79,High,1,1,0,4.8,21,30,3.9,pickup
9.62,2604.16,Medium,1,0,1,2.8,27,18,6.9,digibazaar_delivery
9.98,1434.99,High,1,1,1,3.0,8,26,2.0,digibazaar_delivery
3.85,1665.95,High,1,1,1,3.3,8,22,6.0,digibazaar_delivery
2.98,356.47,High,0,0,1,4.7,29,16,0.0,digibazaar_delivery
8.97,1232.16,Medium,1,1,1,3.7,5,22,4.2,digibazaar_delivery
14.71,795.36,High,0,0,1,4.9,20,14,0.0,digibazaar_delivery
7.29,2061.16,Medium,0,0,1,5.0,9,10,0.0,digibazaar_delivery
12.35,1991.71,High,0,1,0,2.6,8,9,0.0,pickup
14.11,1058.19,Low,1,0,0,4.5,27,46,5.1,shop_delivery
10.39,1997.56,High,0,0,1,3.9,18,10,0.0,digibazaar_delivery
4.15,525.6,High,1,0,0,2.7,25,47,7.0,shop_delivery
14.69,88.75,High,0,0,1,3.8,8,10,0.0,digibazaar_delivery
9.73,1093.69,Medium,1,0,0,3.2,21,40,3.7,shop_delivery
1.42,2012.02,Low,1,1,0,4.1,6,41,5.4,shop_delivery
4.51,1269.65,Low,0,0,1,4.6,9,32,0.0,digibazaar_delivery
11.27,1884.56,Low,0,1,0,3.4,17,8,0.0,pickup
9.4,2309.3,High,1,0,1,3.9,20,1,5.5,digibazaar_delivery
4.09,1440.55,High,1,1,1,2.6,11,8,4.4,digibazaar_delivery
0.51,2419.64,Medium,0,1,1,4.3,12,35,0.0,digibazaar_delivery
12.66,2130.81,Low,1,0,1,2.8,18,38,3.9,digibazaar_delivery
11.91,2986.25,Medium,1,0,1,2.9,23,14,5.5,digibazaar_delivery
8.61,1296.91,High,0,0,1,4.5,27,13,0.0,digibazaar_delivery
11.79,1833.21,Medium,1,1,0,4.0,21,24,3.8,pickup
11.21,1760.68,High,1,0,0,4.6,8,42,4.2,shop_delivery
11.91,948.97,High,1,0,1,2.9,18,19,7.8,digibazaar_delivery
11.81,1429.29,High,0,1,0,4.0,21,17,0.0,pickup
14.94,138.13,High,0,1,1,4.8,12,41,0.0,digibazaar_delivery
10.56,1318.21,Medium,1,1,0,3.3,13,4,5.4,pickup
3.39,1803.88,High,0,0,1,3.9,13,50,0.0,digibazaar_delivery
7.86,2221.77,Low,1,1,0,2.7,5,31,5.9,pickup
5.7,2256.03,Medium,1,1,1,3.6,30,4,6.0,digibazaar_delivery
12.35,1518.58,Medium,0,0,1,4.1,29,15,0.0,digibazaar_delivery
6.09,2730.36,Medium,1,1,1,4.6,22,30,2.3,digibazaar_delivery
1.64,1028.45,High,1,0,1,4.7,22,12,2.5,digibazaar_delivery
3.3,2949.25,High,0,0,1,4.9,20,32,0.0,digibazaar_delivery
3.55,1858.1,Medium,1,0,1,2.6,24,5,6.2,digibazaar_delivery
7.43,881.14,High,0,0,1,4.1,27,12,0.0,digibazaar_delivery
5.12,1188.42,Low,1,0,1,4.8,26,26,6.7,shop_delivery
4.94,742.59,Low,0,1,0,2.6,12,23,0.0,pickup
3.89,2124.97,Low,0,1,1,4.3,6,49,0.0,pickup
1.06,1154.78,High,0,1,0,3.1,25,22,0.0,pickup
12.67,801.63,Medium,0,1,0,4.8,29,7,0.0,pickup
3.89,1524.92,High,1,0,1,2.8,18,21,5.7,digibazaar_delivery
4.63,859.15,High,1,1,1,2.6,14,24,5.5,pickup
4.7,1474.02,Medium,1,0,1,3.7,11,49,7.8,digibazaar_delivery
12.0,2777.19,High,1,1,1,4.8,23,10,8.0,digibazaar_delivery
5.68,2494.41,Low,1,0,0,4.9,5,29,2.8,shop_delivery
2.53,1309.89,Medium,0,0,1,3.1,25,0,0.0,digibazaar_delivery
9.44,369.55,Low,1,0,0,3.7,17,17,6.1,shop_delivery
0.4,2468.45,Low,0,0,1,3.9,27,14,0.0,digibazaar_delivery
0.69,577.75,High,0,1,1,4.0,7,43,0.0,digibazaar_delivery
12.94,2255.79,Low,0,0,1,3.8,20,0,0.0,digibazaar_delivery
4.5,1622.09,Low,1,1,0,4.7,14,7,3.2,pickup
0.93,964.73,Low,0,0,1,4.6,27,25,0.0,digibazaar_delivery
4.36,2858.8,Medium,0,0,1,4.6,15,1,0.0,digibazaar_delivery
2.11,88.61,High,1,1,1,3.7,13,6,7.9,digibazaar_delivery
2.35,1993.05,Low,1,0,0,3.1,23,6,6.3,shop_delivery
11.76,2072.81,Low,1,1,0,4.0,22,33,2.3,pickup
6.62,2074.88,High,1,0,0,3.9,7,50,7.5,shop_delivery
3.14,1395.16,Medium,0,1,0,3.9,19,36,0.0,pickup
8.92,2867.25,High,1,1,1,4.5,16,47,5.1,digibazaar_delivery
10.32,276.82,Medium,1,1,1,2.9,24,23,5.3,digibazaar_delivery
11.19,1786.24,Medium,1,1,1,2.8,8,5,4.3,digibazaar_delivery
10.26,2314.2,Low,1,1,0,4.7,29,39,5.1,pickup
6.63,1471.95,Medium,0,0,1,2.8,8,13,0.0,digibazaar_delivery
10.05,2391.65,Low,1,0,1,4.6,21,4,4.3,digibazaar_delivery
2.43,1324.46,Medium,0,0,1,3.4,22,4,0.0,digibazaar_delivery
12.31,1404.64,Medium,1,0,1,2.6,6,15,6.1,digibazaar_delivery
8.59,1473.39,Medium,0,0,1,4.5,9,1,0.0,digibazaar_delivery
3.32,1618.33,Medium,0,1,0,3.6,15,42,0.0,pickup
9.54,2641.81,Medium,1,1,1,3.4,5,34,2.3,digibazaar_delivery
9.27,2124.99,Medium,0,0,1,3.8,9,37,0.0,digibazaar_delivery
1.86,282.75,Medium,0,1,0,3.1,7,5,0.0,pickup
2.5,1601.21,High,1,1,1,2.9,8,37,6.5,digibazaar_delivery
14.82,2868.79,High,0,0,1,2.9,15,23,0.0,digibazaar_delivery
8.72,1044.26,High,1,0,0,5.0,9,0,3.1,shop_delivery
13.32,2737.25,High,0,1,1,4.1,9,29,0.0,digibazaar_delivery
6.27,800.69,Low,0,1,1,4.3,17,50,0.0,pickup
2.62,469.77,Medium,1,0,0,4.0,30,0,6.1,shop_delivery
1.17,2371.97,High,0,1,1,2.9,20,7,0.0,digibazaar_delivery
14.24,1688.31,Low,0,1,1,4.4,5,19,0.0,pickup
10.02,2599.58,Medium,0,0,1,2.5,20,36,0.0,digibazaar_delivery
1.35,1772.7,High,1,1,1,3.7,27,25,2.5,digibazaar_delivery
